issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
USD ISSUER,USD CASH 8.32,2032-12-18,,MOODYS LT:A3 SP LT:AA-,98.21,,,96.09,2026-06-24,,1100000.0,USD,1152149.36,1100000.0,0.0,,USD,1100000.0,1100000.0,,5068,,,,,,TDBK,,,,,,STATE STREET,1.2,VM,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Cash,,USD CASH,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,IL5927868J3J,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
USD ISSUER,USD CASH 9.08,2041-05-05,,MOODYS LT:A3 SP LT:AA-,95.99,,,91.64,2026-06-24,,200000.0,USD,205261.54,200000.0,0.0,,USD,200000.0,200000.0,,0524,,,,,,TDBK,,,,,,STATE STREET,0.75,IM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Cash,,USD CASH,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,DE1HN99C652K,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
USD ISSUER,USD CASH 6.11,2037-03-21,,MOODYS LT:A3 SP LT:AA-,98.65,,,98.01,2026-06-24,,2100000.0,USD,1944799.09,2100000.0,0.0,,USD,2100000.0,2100000.0,,8518,,,,,,TDBK,,,,,,STATE STREET,1.32,VM,,,,CAD,2835000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DECHG54AQEJ6,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Corporate 4.99,2028-10-21,,MOODYS LT:A3 SP LT:AA-,89.87,,,100.87,2026-06-10,,1900000.0,USD,1792895.3,1748000.0,0.08,,USD,1900000.0,1748000.0,,8070,,,,,,TDBK,,,,,,BNY MELLON,0.91,Not-Net,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CAENLB6C57J0,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 4.18,2045-01-12,,MOODYS LT:A3 SP LT:AA-,91.78,,,90.0,2026-06-10,,500000.0,CAD,504112.34,490000.0,0.02,,USD,500000.0,490000.0,,5284,,,,,,TDBK,,,,,,BNY MELLON,1.19,IM,,,,CAD,675000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,CAB8R7HC431P,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 1.59,2028-10-08,,MOODYS LT:A3 SP LT:AA-,95.66,,,90.43,2026-06-17,,200000.0,EUR,204869.87,192000.0,0.04,,USD,200000.0,192000.0,,0281,,,,,,TDBK,,,,,,BNY MELLON,1.18,Not-Net,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,German Government Note,IM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,ILHE01G17ANR,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Corporate 6.51,2033-03-01,,MOODYS LT:A3 SP LT:AA-,92.18,,,99.28,2026-06-24,,3700000.0,USD,3690416.06,3404000.0,0.08,,USD,3700000.0,3404000.0,,0626,,,,,,TDBK,,,,,,STATE STREET,1.27,Not-Net,,,,CAD,4995000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,DEA9KMC8JPMC,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Common Stock 2.93,2044-01-04,,MOODYS LT:A3 SP LT:AA-,100.1,,,101.99,2026-06-10,,3800000.0,USD,3678158.95,3230000.0,0.15,,USD,3800000.0,3230000.0,,A2796,,,,,,TDBK,,,,,,BNY MELLON,0.78,VM,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,Settled,SWISS LIFE AG,,SWCD,,600105,,,,,,,,CAJ72K34JEJ2,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 7.64,2031-09-02,,MOODYS LT:A3 SP LT:AA-,99.7,,,95.2,2026-06-17,,800000.0,CAD,731912.49,768000.0,0.04,,USD,800000.0,768000.0,,A2257,,,,,,TDBK,,,,,,,1.1,IM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL46J5FPMKJ5,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 7.98,2034-04-19,,MOODYS LT:A3 SP LT:AA-,96.14,,,93.95,2026-06-10,,2000000.0,USD,2042914.05,1840000.0,0.08,,USD,2000000.0,1840000.0,,K7981,,,,,,TDBK,,,,,,BNY MELLON,0.72,IM,,,,CAD,2700000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CAB8D3AH0QM8,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 7.90,2028-03-21,,MOODYS LT:A3 SP LT:AA-,91.14,,,100.07,2026-07-01,,2000000.0,CAD,2081878.98,2000000.0,0.0,,USD,2000000.0,2000000.0,,5246,,,,,,TDBK,,,,,,BNY MELLON,1.29,Not-Net,,,,CAD,2700000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Cash,,CAD CASH,VM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,DEQQHGE2ENGE,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
Government ISSUER,Government of Canada Bond 8.01,2041-04-16,,MOODYS LT:A3 SP LT:AA-,99.48,,,100.07,2026-06-10,,3200000.0,CAD,2891874.89,3152000.0,0.015,,USD,3200000.0,3152000.0,,5764,,,,,,TDBK,,,,,,STATE STREET,1.14,Not-Net,,,,CAD,4320000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_IMC_CSA,,TDBK_BCCU_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Pending,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CA5MR7NJ1E2D,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 6.90,2029-04-15,,MOODYS LT:A3 SP LT:AA-,91.95,,,94.95,2026-06-24,,800000.0,CAD,812867.52,768000.0,0.04,,USD,800000.0,768000.0,,0176,,,,,,TDBK,,,,,,STATE STREET,1.19,VM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_IMC_CSA,,TDBK_SWCD_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Settled,SWISS LIFE AG,,SWCD,,600105,,,,,,,,CAQ2ENGGG758,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
German ISSUER,German Government Note 2.94,2041-10-15,,MOODYS LT:A3 SP LT:AA-,96.54,,,91.81,2026-06-10,,4100000.0,EUR,3706876.83,3936000.0,0.04,,USD,4100000.0,3936000.0,,5614,,,,,,TDBK,,,,,,STATE STREET,0.99,IM,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Sovereign,,German Government Note,IM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USQHNMG9C4L8,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Corporate 8.39,2045-09-14,,MOODYS LT:A3 SP LT:AA-,90.92,,,89.77,2026-06-03,,1600000.0,USD,1509413.77,1472000.0,0.08,,USD,1600000.0,1472000.0,,K8366,,,,,,TDBK,,,,,,STATE STREET,0.79,IM,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,USCK39EEDNDM,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
CAD ISSUER,CAD CASH 8.09,2037-04-14,,MOODYS LT:A3 SP LT:AA-,97.41,,,92.43,2026-06-03,,2900000.0,CAD,2952581.78,2900000.0,0.0,,USD,2900000.0,2900000.0,,A6318,,,,,,TDBK,,,,,,,1.14,Not-Net,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CA6M9KMPAH8M,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Government ISSUER,Government of Canada Bond 6.19,2043-08-15,,MOODYS LT:A3 SP LT:AA-,99.12,,,90.5,2026-06-17,,4500000.0,CAD,4466238.48,4432500.0,0.015,,USD,4500000.0,4432500.0,,0690,,,,,,TDBK,,,,,,STATE STREET,1.35,VM,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILAP7K4FKM1K,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 4.23,2044-12-02,,MOODYS LT:A3 SP LT:AA-,98.84,,,96.25,2026-06-10,,4900000.0,USD,4569118.26,4508000.0,0.08,,USD,4900000.0,4508000.0,,8996,,,,,,TDBK,,,,,,BNY MELLON,1.08,Not-Net,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DEHB3R801KD8,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Government ISSUER,Government of Canada Bond 8.24,2041-06-26,,MOODYS LT:A3 SP LT:AA-,94.87,,,101.56,2026-06-24,,1800000.0,CAD,1773214.39,1773000.0,0.015,,USD,1800000.0,1773000.0,,K9698,,,,,,TDBK,,,,,,STATE STREET,1.01,Not-Net,,,,CAD,2430000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,SWISS LIFE AG,,SWCD,,600105,,,,,,,,IL84J01AGD3F,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
Israel ISSUER,Israel Government Bond 4.42,2028-12-03,,MOODYS LT:A3 SP LT:AA-,99.21,,,94.82,2026-07-01,,1100000.0,ILS,1020906.39,1034000.0,0.06,,USD,1100000.0,1034000.0,,0829,,,,,,TDBK,,,,,,BNY MELLON,0.87,Not-Net,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL3A564PNBQP,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Treasury 5.83,2044-02-09,,MOODYS LT:A3 SP LT:AA-,99.82,,,95.86,2026-06-03,,4300000.0,USD,3940425.98,4257000.0,0.01,,USD,4300000.0,4257000.0,,3506,,,,,,TDBK,,,,,,STATE STREET,0.92,IM,,,,CAD,5805000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CACD9K0QQ571,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Government ISSUER,Government of Canada Bond 1.72,2037-04-18,,MOODYS LT:A3 SP LT:AA-,93.58,,,94.02,2026-06-03,,300000.0,CAD,302121.05,295500.0,0.015,,USD,300000.0,295500.0,,9139,,,,,,TDBK,,,,,,BNY MELLON,1.38,VM,,,,CAD,405000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_IMC_CSA,,TDBK_WH17_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,US4CCM4LHP3E,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 8.47,2038-01-07,,MOODYS LT:A3 SP LT:AA-,94.96,,,97.24,2026-06-10,,1900000.0,CAD,1749560.16,1824000.0,0.04,,USD,1900000.0,1824000.0,,K3136,,,,,,TDBK,,,,,,STATE STREET,1.38,IM,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USML6583CL13,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Israel ISSUER,Israel Government Bond 4.61,2030-01-25,,MOODYS LT:A3 SP LT:AA-,93.92,,,99.48,2026-06-03,,1400000.0,ILS,1458681.36,1316000.0,0.06,,USD,1400000.0,1316000.0,,1013,,,,,,TDBK,,,,,,BNY MELLON,0.74,Not-Net,,,,CAD,1890000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_GENERAL_CSA,,TDBK_BCCU_GENERAL_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,Pending,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DE8L4C081LPR,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 4.73,2027-09-25,,MOODYS LT:A3 SP LT:AA-,96.0,,,99.48,2026-06-24,,1900000.0,CAD,1740757.0,1824000.0,0.04,,USD,1900000.0,1824000.0,,7334,,,,,,TDBK,,,,,,,1.09,IM,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,USLPB1807PLQ,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
USD ISSUER,USD CASH 7.83,2043-06-17,,MOODYS LT:A3 SP LT:AA-,88.35,,,91.2,2026-06-10,,3000000.0,USD,2776606.09,3000000.0,0.0,,USD,3000000.0,3000000.0,,A7636,,,,,,TDBK,,,,,,STATE STREET,0.73,Not-Net,,,,CAD,4050000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Cash,,USD CASH,VM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILH7F6191LHR,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
USD ISSUER,USD CASH 6.73,2032-12-24,,MOODYS LT:A3 SP LT:AA-,92.24,,,93.9,2026-06-03,,3800000.0,USD,3520781.83,3800000.0,0.0,,USD,3800000.0,3800000.0,,K2736,,,,,,TDBK,,,,,,BNY MELLON,0.91,Not-Net,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Cash,,USD CASH,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,USBCF9Q5CHK7,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Government ISSUER,Government of Canada Bond 5.60,2028-01-09,,MOODYS LT:A3 SP LT:AA-,88.79,,,96.46,2026-06-17,,4500000.0,CAD,4614986.7,4432500.0,0.015,,USD,4500000.0,4432500.0,,0401,,,,,,TDBK,,,,,,STATE STREET,0.82,IM,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,US8C64C94A8A,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
USD ISSUER,USD CASH 5.45,2030-06-17,,MOODYS LT:A3 SP LT:AA-,99.68,,,93.11,2026-06-03,,600000.0,USD,543673.02,600000.0,0.0,,USD,600000.0,600000.0,,0832,,,,,,TDBK,,,,,,STATE STREET,1.39,Not-Net,,,,CAD,810000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CAKAC26JPE8F,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Israel ISSUER,Israel Government Bond 7.06,2039-07-19,,MOODYS LT:A3 SP LT:AA-,96.55,,,97.21,2026-06-17,,4100000.0,ILS,4099759.71,3854000.0,0.06,,USD,4100000.0,3854000.0,,0740,,,,,,TDBK,,,,,,STATE STREET,0.72,VM,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,US5LN6QNGPC3,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 7.78,2030-04-13,,MOODYS LT:A3 SP LT:AA-,91.04,,,90.33,2026-07-01,,2700000.0,CAD,2658583.73,2659500.0,0.015,,USD,2700000.0,2659500.0,,0542,,,,,,TDBK,,,,,,STATE STREET,1.13,IM,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAPKP5G947G3,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Canada ISSUER,Canada Mortgage Bonds 4.80,2036-11-16,,MOODYS LT:A3 SP LT:AA-,92.09,,,91.29,2026-06-10,,4100000.0,CAD,3862136.81,4018000.0,0.02,,USD,4100000.0,4018000.0,,5840,,,,,,TDBK,,,,,,STATE STREET,1.39,VM,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DE41266DRE5G,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 4.41,2027-07-15,,MOODYS LT:A3 SP LT:AA-,91.39,,,100.62,2026-06-24,,4600000.0,CAD,4542637.18,4416000.0,0.04,,USD,4600000.0,4416000.0,,0426,,,,,,TDBK,,,,,,BNY MELLON,1.21,VM,,,,CAD,6210000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,In Transit,BIMCOR INC,,BIMC,,600110,,,,,,,,CACE2D0H7DBJ,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
Government ISSUER,Government of Canada Bond 8.46,2029-04-14,,MOODYS LT:A3 SP LT:AA-,94.9,,,95.82,2026-06-17,,100000.0,CAD,93953.11,98500.0,0.015,,USD,100000.0,98500.0,,K1206,,,,,,TDBK,,,,,,BNY MELLON,1.24,Not-Net,,,,CAD,135000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_VM_CSA,,TDBK_BIMC_REG_VM_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,USALMBQD0A98,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 6.28,2035-08-03,,MOODYS LT:A3 SP LT:AA-,96.86,,,98.8,2026-06-03,,2100000.0,CAD,1981990.54,2068500.0,0.015,,USD,2100000.0,2068500.0,,3478,,,,,,TDBK,,,,,,BNY MELLON,1.37,VM,,,,CAD,2835000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CAKFFEFME1KP,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Corporate 6.98,2029-10-08,,MOODYS LT:A3 SP LT:AA-,97.99,,,101.33,2026-07-01,,4800000.0,USD,4767825.52,4416000.0,0.08,,USD,4800000.0,4416000.0,,0259,,,,,,TDBK,,,,,,STATE STREET,1.33,IM,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL48DRBFM0B4,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
Israel ISSUER,Israel Government Bond 9.46,2037-05-07,,MOODYS LT:A3 SP LT:AA-,90.31,,,101.34,2026-07-01,,3800000.0,ILS,3967390.38,3572000.0,0.06,,USD,3800000.0,3572000.0,,5743,,,,,,TDBK,,,,,,STATE STREET,0.78,IM,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,ILPQDB6129PR,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Israel ISSUER,Israel Government Bond 5.80,2040-06-08,,MOODYS LT:A3 SP LT:AA-,88.05,,,94.71,2026-07-01,,400000.0,ILS,419618.27,376000.0,0.06,,USD,400000.0,376000.0,,K291,,,,,,TDBK,,,,,,STATE STREET,0.75,VM,,,,CAD,540000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAH436R8DPJ5,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
